2020-06-27 18:01:22 5995 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2020-06-27 18:01:22 5995 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2020-06-27 18:01:22 6355 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@424fd310: startup date [Sat Jun 27 18:01:17 CST 2020]; root of context hierarchy
2020-06-27 18:01:22 6408 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2020-06-27 18:01:22 6408 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2020-06-27 18:01:22 6450 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2020-06-27 18:01:22 6693 [main] INFO  o.s.u.f.SpringTemplateLoader - SpringTemplateLoader for FreeMarker: using resource loader [org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@424fd310: startup date [Sat Jun 27 18:01:17 CST 2020]; root of context hierarchy] and template loader path [classpath:/templates/]
2020-06-27 18:01:22 6694 [main] INFO  o.s.w.s.v.f.FreeMarkerConfigurer - ClassTemplateLoader for Spring macros added to FreeMarker configuration
2020-06-27 18:01:23 6953 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
2020-06-27 18:01:23 6956 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'dataSource' has been autodetected for JMX exposure
2020-06-27 18:01:23 6965 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [com.alibaba.druid.pool:name=dataSource,type=DruidDataSource]
2020-06-27 18:01:23 6969 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase 2147483647
2020-06-27 18:01:23 6969 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
2020-06-27 18:01:23 6987 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2020-06-27 18:01:23 7001 [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
2020-06-27 18:01:23 7135 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: saveOrUpdateBudgetUsingPOST_1
2020-06-27 18:01:23 7301 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8082"]
2020-06-27 18:01:23 7315 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8082"]
2020-06-27 18:01:23 7326 [main] INFO  o.a.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2020-06-27 18:01:23 7344 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8082 (http)
2020-06-27 18:01:23 7350 [main] INFO  com.mk.MallinterfaceApplication - Started MallinterfaceApplication in 6.932 seconds (JVM running for 9.251)
2020-06-27 18:14:02 766325 [http-nio-8082-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2020-06-27 18:14:02 766325 [http-nio-8082-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2020-06-27 18:14:02 766353 [http-nio-8082-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 28 ms
2020-06-27 18:14:02 766461 [http-nio-8082-exec-1] INFO  c.a.druid.pool.DruidDataSource - {dataSource-1} inited
2020-06-27 18:14:03 767024 [http-nio-8082-exec-1] INFO  c.m.b.agent.impl.AgentServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:03 767137 [http-nio-8082-exec-1] INFO  c.m.b.agent.impl.AgentServiceImpl - 开始: 新增数据
2020-06-27 18:14:03 767480 [http-nio-8082-exec-3] INFO  c.m.b.agent.impl.AgentServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:03 767547 [http-nio-8082-exec-3] INFO  c.m.b.agent.impl.AgentServiceImpl - 开始: 新增数据
2020-06-27 18:14:04 767891 [http-nio-8082-exec-2] INFO  c.m.b.agent.impl.AgentServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:04 767958 [http-nio-8082-exec-2] INFO  c.m.b.agent.impl.AgentServiceImpl - 开始: 新增数据
2020-06-27 18:14:04 768438 [http-nio-8082-exec-4] INFO  c.m.b.agent.impl.AgentServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:04 768503 [http-nio-8082-exec-4] INFO  c.m.b.agent.impl.AgentServiceImpl - 开始: 新增数据
2020-06-27 18:14:15 779072 [http-nio-8082-exec-9] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:15 779137 [http-nio-8082-exec-9] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:14:19 782970 [http-nio-8082-exec-1] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:19 783032 [http-nio-8082-exec-1] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:14:23 786949 [http-nio-8082-exec-2] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:23 787012 [http-nio-8082-exec-2] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:14:27 790976 [http-nio-8082-exec-5] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:27 791039 [http-nio-8082-exec-5] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:14:31 795220 [http-nio-8082-exec-7] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:31 795278 [http-nio-8082-exec-7] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:14:35 799348 [http-nio-8082-exec-9] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:35 799410 [http-nio-8082-exec-9] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:14:38 802540 [http-nio-8082-exec-1] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:38 802599 [http-nio-8082-exec-1] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:14:42 806465 [http-nio-8082-exec-3] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:42 806525 [http-nio-8082-exec-3] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:14:44 808604 [http-nio-8082-exec-2] INFO  c.m.b.expert.impl.ExpertServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:44 808661 [http-nio-8082-exec-2] INFO  c.m.b.expert.impl.ExpertServiceImpl - 开始: 新增数据
2020-06-27 18:14:46 810463 [http-nio-8082-exec-4] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:46 810522 [http-nio-8082-exec-4] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:14:50 814052 [http-nio-8082-exec-5] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:50 814110 [http-nio-8082-exec-5] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:14:53 817435 [http-nio-8082-exec-6] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:53 817496 [http-nio-8082-exec-6] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:14:54 818255 [http-nio-8082-exec-7] INFO  c.m.b.expert.impl.ExpertServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:54 818312 [http-nio-8082-exec-7] INFO  c.m.b.expert.impl.ExpertServiceImpl - 开始: 新增数据
2020-06-27 18:14:56 820519 [http-nio-8082-exec-8] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:56 820581 [http-nio-8082-exec-8] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:14:59 822956 [http-nio-8082-exec-9] INFO  c.m.b.expert.impl.ExpertServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:14:59 823018 [http-nio-8082-exec-9] INFO  c.m.b.expert.impl.ExpertServiceImpl - 开始: 新增数据
2020-06-27 18:15:00 823727 [http-nio-8082-exec-10] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:15:00 823786 [http-nio-8082-exec-10] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:15:03 827492 [http-nio-8082-exec-1] INFO  c.m.b.expert.impl.ExpertServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:15:03 827505 [http-nio-8082-exec-3] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:15:03 827552 [http-nio-8082-exec-1] INFO  c.m.b.expert.impl.ExpertServiceImpl - 开始: 新增数据
2020-06-27 18:15:03 827570 [http-nio-8082-exec-3] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:15:07 830723 [http-nio-8082-exec-7] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:15:07 830789 [http-nio-8082-exec-7] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:15:10 833932 [http-nio-8082-exec-10] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:15:10 833997 [http-nio-8082-exec-10] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:15:12 836584 [http-nio-8082-exec-4] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:15:12 836653 [http-nio-8082-exec-4] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:15:15 839256 [http-nio-8082-exec-7] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:15:15 839320 [http-nio-8082-exec-7] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:15:21 845244 [http-nio-8082-exec-3] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:15:21 845302 [http-nio-8082-exec-3] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:15:24 848217 [http-nio-8082-exec-2] INFO  c.m.b.s.impl.SupplierServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:15:24 848281 [http-nio-8082-exec-2] INFO  c.m.b.s.impl.SupplierServiceImpl - 开始: 新增数据
2020-06-27 18:15:25 848941 [http-nio-8082-exec-8] INFO  c.m.b.c.impl.ContractServiceImpl - 开始：请求参数校验
2020-06-27 18:15:25 849105 [http-nio-8082-exec-8] INFO  c.m.b.c.impl.ContractServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:15:25 849629 [http-nio-8082-exec-8] INFO  c.m.b.c.impl.ContractServiceImpl - 新增/更新合同成功,设置返回信息!
2020-06-27 18:15:26 850067 [http-nio-8082-exec-7] INFO  c.m.b.agent.impl.AgentServiceImpl - 判断数据是否存在(存在则更新，不存在插入)
2020-06-27 18:15:26 850133 [http-nio-8082-exec-7] INFO  c.m.b.agent.impl.AgentServiceImpl - 开始: 新增数据
